article_link,headline,posted_at,is_sarcastic
https://thehardtimes.net/culture/weezer-fan-eats-parasites-off-pantera-fan-in-exchange-for-protection/,Weezer Fan Eats Parasites off Pantera Fan in Exchange for Protection,"16 February, 2021",1
https://thehardtimes.net/opinion/opinion-i-now-side-with-every-dad-from-all-those-80s-metal-videos/,Opinion: I Now Side With Every Dad From All Those 80s Metal Videos,"15 February, 2021",1
https://thehardtimes.net/culture/single-prog-rock-song-mistaken-for-entire-prog-rock-album/,Single Prog Rock Song Mistaken for Entire Prog Rock Album,"15 February, 2021",1
https://thehardtimes.net/opinion/opinion-no-i-actually-am-trying-to-say-i-think-primus-sucks/,"Opinion: No, I Actually Am Trying To Say I Think Primus Sucks","13 February, 2021",1
https://thehardtimes.net/culture/aging-punk-in-misfits-shirt-afraid-of-teenage-punk-wearing-misfits-shirt/,Aging Punk in Misfits Shirt Afraid of Teenage Punk Wearing Misfits Shirt,"13 February, 2021",1
https://thehardtimes.net/culture/15-minimum-wage-brings-punks-dream-of-four-hour-workweek-closer/,$15 Minimum Wage Brings Punk’s Dream of Four-Hour Workweek Closer,"12 February, 2021",1
https://thehardtimes.net/culture/woman-enters-favorite-bands-played-at-target-stage-of-life/,Woman Enters “Favorite Bands Played at Target” Stage of Life,"11 February, 2021",1
https://thehardtimes.net/culture/local-band-excited-to-get-back-to-rigorous-schedule-of-performing-once-every-seven-months/,Local Band Excited to Get Back to Rigorous Schedule of Performing Once Every Seven Months,"10 February, 2021",1
https://thehardtimes.net/blog/california-exodus-gone-too-far-red-hot-chili-peppers-just-wrote-an-album-about-texas/,California Exodus Gone Too Far? Red Hot Chili Peppers Just Wrote an Album About Texas,"9 February, 2021",1
https://thehardtimes.net/culture/hardcore-frontman-unrecognizable-after-not-hitting-gym-for-entire-pandemic/,Hardcore Frontman Unrecognizable After Not Hitting Gym For Entire Pandemic,"9 February, 2021",1
https://thehardtimes.net/music/desperate-man-settles-for-girl-in-short-skirt-appropriately-sized-jacket/,"Desperate Man Settles for Girl in Short Skirt, Appropriately Sized Jacket","8 February, 2021",1
https://thehardtimes.net/music/man-sues-hospital-after-cutting-off-2016-festival-wristband/,Man Sues Hospital After Cutting off 2016 Festival Wristband,"8 February, 2021",1
https://thehardtimes.net/culture/aging-hardcore-kid-afraid-if-they-crouch-down-for-crew-photo-they-wont-be-able-to-stand-back-up/,Aging Hardcore Kid Afraid if They Crouch Down for Crew Photo They Won’t Be Able to Stand Back Up,"6 February, 2021",1
https://thehardtimes.net/culture/paul-mccartney-wishes-people-would-ask-him-a-question-about-wings-every-once-in-awhile/,Paul McCartney Wishes People Would Ask Him A Question About Wings Every Once in Awhile,"5 February, 2021",1
https://thehardtimes.net/music/axl-rose-removed-from-jungle-welcoming-committee/,Axl Rose Removed from Jungle Welcoming Committee,"5 February, 2021",1
https://thehardtimes.net/blog/we-remember-the-time-tom-delonge-rhymed-think-with-eat/,We Remember the Time Tom Delonge Rhymed ‘Think’ With ‘Eat’,"4 February, 2021",1
https://thehardtimes.net/blog/so-far-biden-has-done-zero-to-defend-pop-punk/,So Far Biden Has Done Zero To Defend Pop Punk,"4 February, 2021",1
https://thehardtimes.net/music/mysterious-stoic-bassist-revealed-to-be-cardboard-cut-out-of-the-crow/,"Mysterious, Stoic Bassist Revealed to be Cardboard Cut Out of The Crow","4 February, 2021",1
https://thehardtimes.net/culture/man-has-spine-removed-to-bend-over-backward-defending-marilyn-manson/,Man Has Spine Removed To Bend Over Backward Defending Marilyn Manson,"3 February, 2021",1
https://thehardtimes.net/culture/uh-oh-billy-corgan-just-realized-minimum-wage-rhymes-with-rat-in-a-cage/,Uh Oh: Billy Corgan Just Realized “Minimum Wage” Rhymes with “Rat in a Cage”,"2 February, 2021",1
https://thehardtimes.net/culture/dude-at-zoom-gig-still-manages-to-sexually-harass-single-woman/,Dude at Zoom Gig Still Manages to Sexually Harass Single Woman,"1 February, 2021",1
https://thehardtimes.net/blog/youre-a-phoebe-bridgers-fan-name-three-antidepressants-youve-been-prescribed/,You’re a Phoebe Bridgers Fan? Name Three Antidepressants You’ve Been Prescribed,"31 January, 2021",1
https://thehardtimes.net/culture/new-pantera-box-set-just-a-coors-light-24-pack/,New Pantera Box Set Just a Coors Light 24-Pack,"31 January, 2021",1
https://thehardtimes.net/culture/socially-conscious-crust-punk-only-dumpster-dives-at-mom-and-pop-stores/,Socially Conscious Crust Punk Only Dumpster Dives at Mom-and-Pop Stores,"30 January, 2021",1
https://thehardtimes.net/music/deluxe-edition-of-papa-roach-album-to-feature-five-less-songs-on-it/,Deluxe Edition of Papa Roach Album to Feature Five Less Songs On It,"30 January, 2021",1
https://thehardtimes.net/blog/5-times-the-barenaked-ladies-spoke-truth-to-power/,5 Times the Barenaked Ladies Spoke Truth To Power,"29 January, 2021",1
https://thehardtimes.net/blog/so-youre-a-fugazi-fan-name-three-songs-you-recommend-because-im-trying-to-get-into-them/,So You’re a Fugazi Fan? Name Three Songs You Recommend Because I’m Trying to Get Into Them,"29 January, 2021",1
https://thehardtimes.net/music/crust-punk-bleeds-out-after-flossing-teeth-for-first-time-in-12-years/,Crust Punk Bleeds Out After Flossing Teeth for First Time in 12 Years,"29 January, 2021",1
https://thehardtimes.net/culture/entire-scene-evicted-from-same-studio-apartment/,Entire Scene Evicted From Same Studio Apartment,"28 January, 2021",1
https://thehardtimes.net/music/green-day-working-on-new-song-about-how-estate-tax-is-bullshit/,Green Day Working On New Song About How Estate Tax Is Bullshit,"28 January, 2021",1
https://thehardtimes.net/music/lame-teacher-claims-neutral-milk-hotel-lyrics-not-credible-source-for-anne-frank-essay/,Lame Teacher Claims Neutral Milk Hotel Lyrics Not Credible Source for Anne Frank Essay,"27 January, 2021",1
https://thehardtimes.net/blog/can-you-guess-which-of-these-pop-punk-front-men-is-grooming-you-right-now/,Can You Guess Which of These Pop Punk Front Men Is Grooming You Right Now?,"26 January, 2021",1
https://thehardtimes.net/culture/the-devil-still-unable-to-get-out-of-contract-with-victory-records/,The Devil Still Unable to Get Out of Contract With Victory Records,"26 January, 2021",1
https://thehardtimes.net/culture/attorney-desperately-tries-to-convince-punk-to-at-least-give-some-fucks/,Attorney Desperately Tries to Convince Punk to at Least Give Some Fucks,"25 January, 2021",1
https://thehardtimes.net/music/metal/boy-scout-unaware-old-woman-hes-helping-cross-street-is-alice-cooper/,Boy Scout Unaware Old Woman He’s Helping Cross Street Is Alice Cooper,"24 January, 2021",1
https://thehardtimes.net/blog/4-band-promotion-strategies-guaranteed-to-piss-off-your-whole-scene/,4 Band Promotion Strategies Guaranteed To Piss off Your Whole Scene,"24 January, 2021",1
https://thehardtimes.net/music/smug-youtube-guitar-lesson-just-assumes-viewer-already-knows-what-all-the-letters-mean/,Smug YouTube Guitar Lesson Just Assumes Viewer Already Knows What All the Letters Mean,"23 January, 2021",1
https://thehardtimes.net/opinion/i-cant-wait-for-the-day-to-arrive-that-i-can-go-to-a-live-concert-again-and-leave-because-my-anxiety-takes-over/,I Can’t Wait for the Day To Arrive That I Can Go To a Live Concert Again and Leave Because My Anxiety Takes Over,"22 January, 2021",1
https://thehardtimes.net/culture/aging-punk-swears-egg-whites-and-elmers-glue-best-way-to-keep-penis-hard/,Aging Punk Swears Egg Whites and Elmer’s Glue Best Way to Keep Penis Hard,"22 January, 2021",1
https://thehardtimes.net/blog/poser-report-okay-but-what-if-you-found-a-way-to-fight-the-law-where-you-can-both-win/,"Poser Report: Okay, but What if You Found a Way To Fight the Law Where You Can Both Win?","21 January, 2021",1
https://thehardtimes.net/blog/the-best-aphex-twin-albums-for-clawing-your-way-out-of-a-k-hole/,The Best Aphex Twin Albums for Clawing Your Way Out of a K Hole,"19 January, 2021",1
https://thehardtimes.net/music/bands-bassist-of-six-years-getting-closer-closer-to-being-added-to-group-chat/,Band’s Bassist of Six Years Getting Closer & Closer to Being Added to Group Chat,"19 January, 2021",1
https://thehardtimes.net/culture/man-would-have-done-things-differently-had-he-known-that-would-be-his-last-time-doing-karaoke/,Man Would Have Done Things Differently Had He Known That Would Be His Last Time Doing Karaoke,"18 January, 2021",1
https://thehardtimes.net/culture/friend-from-11th-grade-who-loved-pantera-still-in-11th-grade/,Friend From 11th Grade Who Loved Pantera Still in 11th Grade,"18 January, 2021",1
https://thehardtimes.net/culture/metal-band-soundproofs-practice-space-so-neighbors-cant-hear-them-fighting/,Metal Band Soundproofs Practice Space So Neighbors Can’t Hear Them Fighting,"17 January, 2021",1
https://thehardtimes.net/culture/bored-queen-elizabeth-to-knight-one-gallagher-brother-just-to-start-shit/,Bored Queen Elizabeth to Knight One Gallagher Brother Just to Start Shit,"16 January, 2021",1
https://thehardtimes.net/culture/practice-spaces-covid-safety-protocol-says-nothing-about-horrible-black-mold-problem/,Practice Space’s COVID Safety Protocol Says Nothing About Horrible Black Mold Problem,"11 January, 2021",1
https://thehardtimes.net/culture/stoner-metalhead-running-a-dopesmoker-and-a-half-late-to-work/,Stoner Metalhead Running a “‘Dopesmoker’ and a Half” Late to Work,"10 January, 2021",1
https://thehardtimes.net/blog/we-sat-down-with-the-trapt-fan/,We Sat Down With the Trapt Fan,"10 January, 2021",1
https://thehardtimes.net/culture/terrible-real-estate-photographer-moonlights-as-amazing-emo-album-cover-photographer/,Terrible Real Estate Photographer Moonlights As Amazing Emo Album Cover Photographer,"9 January, 2021",1
https://thehardtimes.net/blog/poser-report-its-often-more-long-term-feasible-to-compromise-with-the-machine/,Poser Report: It’s Often More Long Term Feasible To Compromise With the Machine,"8 January, 2021",1
https://thehardtimes.net/culture/guitar-center-manager-doesnt-remember-hiring-everclear-for-in-store-appearance/,Guitar Center Manager Doesn’t Remember Hiring Everclear for In-Store Appearance,"8 January, 2021",1
https://thehardtimes.net/blog/we-revisited-chocolate-starfish-and-the-hot-dog-flavored-water-because-were-in-an-uber-in-florida/,We Revisited “Chocolate Starfish and the Hot Dog Flavored Water” Because We’re in an Uber in Florida,"7 January, 2021",1
https://thehardtimes.net/music/punk-hardcore/broke-punk-can-only-afford-to-tattoo-three-out-of-four-black-flag-bars/,Broke Punk Can Only Afford to Tattoo Three Out of Four Black Flag Bars,"7 January, 2021",1
https://thehardtimes.net/music/shy-metalhead-building-up-courage-to-ask-cute-girl-if-she-can-name-every-member-of-bathory/,Shy Metalhead Building Up Courage to Ask Cute Girl If She Can Name Every Member of Bathory,"6 January, 2021",1
https://thehardtimes.net/music/skee-lo-knows-exactly-which-three-wishes-to-ask-during-unexpected-genie-encounter/,Skee-Lo Knows Exactly Which Three Wishes to Ask During Unexpected Genie Encounter,"6 January, 2021",1
https://thehardtimes.net/music/engineer-removes-vocal-track-so-she-can-properly-enjoy-smashing-pumpkins-song/,Engineer Removes Vocal Track So She Can Properly Enjoy Smashing Pumpkins Song,"5 January, 2021",1
https://thehardtimes.net/music/new-tribute-album-asks-the-question-what-if-these-great-songs-sounded-bad/,New Tribute Album Asks the Question: What if These Great Songs Sounded Bad?,"4 January, 2021",1
https://thehardtimes.net/culture/sick-melody-thought-of-in-shower-forgotten-by-end-of-shower/,Sick Melody Thought of in Shower Forgotten by End of Shower,"3 January, 2021",1
https://thehardtimes.net/music/local-band-cant-believe-its-been-10-months-since-they-last-played-to-two-friends-and-a-hostage-bartender/,Local Band Can’t Believe It’s Been 10 Months Since They Last Played to Two Friends and a Hostage Bartender,"2 January, 2021",1
https://thehardtimes.net/blog/my-new-years-resolution-is-to-learn-one-new-machine-gun-kelly-song-on-guitar-every-month/,My New Year’s Resolution Is To Learn One New Machine Gun Kelly Song on Guitar Every Month,"1 January, 2021",1
https://thehardtimes.net/music/new-tribute-album-asks-the-question-what-if-these-great-songs-sounded-bad/,New Tribute Album Asks the Question: What if These Great Songs Sounded Bad?,"4 January, 2021",1
https://thehardtimes.net/culture/sick-melody-thought-of-in-shower-forgotten-by-end-of-shower/,Sick Melody Thought of in Shower Forgotten by End of Shower,"3 January, 2021",1
https://thehardtimes.net/music/local-band-cant-believe-its-been-10-months-since-they-last-played-to-two-friends-and-a-hostage-bartender/,Local Band Can’t Believe It’s Been 10 Months Since They Last Played to Two Friends and a Hostage Bartender,"2 January, 2021",1
https://thehardtimes.net/blog/my-new-years-resolution-is-to-learn-one-new-machine-gun-kelly-song-on-guitar-every-month/,My New Year’s Resolution Is To Learn One New Machine Gun Kelly Song on Guitar Every Month,"1 January, 2021",1
https://thehardtimes.net/music/meat-loaf-appalled-to-learn-millennials-willing-to-do-that-for-love/,Meat Loaf Appalled to Learn Millennials Willing to Do THAT for Love,"1 January, 2021",1
https://thehardtimes.net/blog/person-of-the-year-this-guy-talked-a-friend-out-of-making-an-acoustic-wap-cover/,Person of the Year? This Guy Talked a Friend Out of Making an Acoustic “WAP” Cover,"30 December, 2020",1
https://thehardtimes.net/music/rapper-lil-baby-26-dies-of-sids/,"Rapper Lil Baby, 26, Dies of SIDS","30 December, 2020",1
https://thehardtimes.net/culture/amendment-to-punk-status-of-green-day-tacked-on-to-stimulus-bill/,Amendment to Punk Status of Green Day Tacked On to Stimulus Bill,"29 December, 2020",1
https://thehardtimes.net/culture/band-wishes-their-fans-were-cooler/,Band Wishes Their Fans Were Cooler,"29 December, 2020",1
https://thehardtimes.net/music/man-bitten-by-drunken-rattlesnake-magically-learns-every-pantera-riff/,Man Bitten by Drunken Rattlesnake Magically Learns Every Pantera Riff,"28 December, 2020",1
https://thehardtimes.net/music/grindcore-audio-engineer-regrets-charging-by-the-hour/,Grindcore Audio Engineer Regrets Charging by the Hour,"27 December, 2020",1
https://thehardtimes.net/blog/report-left-handed-guitar-looks-fuckin-weird/,Report: Left-Handed Guitar Looks Fuckin’ Weird,"27 December, 2020",1
https://thehardtimes.net/music/danzig-finally-arrested-and-charged-in-connection-with-1978-baby-slaying/,Danzig Finally Arrested and Charged in Connection with 1978 Baby Slaying,"26 December, 2020",1
https://thehardtimes.net/music/new-album-from-the-strokes-just-as-boring-as-fans-hoped/,New Album from The Strokes Just As Boring As Fans Hoped,"24 December, 2020",1
https://thehardtimes.net/culture/mariah-careys-boyfriend-foolishly-thinks-he-doesnt-need-to-buy-gift/,Mariah Carey’s Boyfriend Foolishly Thinks He Doesn’t Need to Buy Gift,"23 December, 2020",1
https://thehardtimes.net/blog/2020s-best-songs-if-we-werent-30-and-stopped-paying-attention-to-new-music/,2020’s Best Songs if We Weren’t 30 and Stopped Paying Attention To New Music,"22 December, 2020",1
https://thehardtimes.net/culture/legendary-emo-band-breaks-up-after-one-week/,Legendary Emo Band Breaks Up After One Week,"22 December, 2020",1
https://thehardtimes.net/culture/wiccan-insists-theres-a-war-on-solstice/,Wiccan Insists There’s a War on Solstice,"21 December, 2020",1
https://thehardtimes.net/music/metal/hard-times-2020-top-10-metal-bands-weve-been-meaning-to-look-into/,Hard Times 2020 Top 10 Metal Bands We’ve Been Meaning to Look Into,"20 December, 2020",1
https://thehardtimes.net/opinion/im-not-just-selling-you-a-home-im-selling-you-a-venue/,"I’m Not Just Selling You a Home, I’m Selling You a Venue","18 December, 2020",1
https://thehardtimes.net/culture/aging-dashboard-confessional-fan-finds-his-hair-everywhere/,Aging Dashboard Confessional Fan Finds His Hair Everywhere,"17 December, 2020",1
